SMILES,alpha,beta,delta,gamma
Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1,1,1,1,1
COCCNCc1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc(N)n2)c1,1,1,1,1
N#CCNc1ncnc(-n2c(Nc3cccc(O)c3)nc3ccccc32)n1,1,1,1,1
CC(C)n1nc(-c2ccc(C#N)c(O)c2)c2c(N)ncnc21,1,1,1,1
COc1ccc(Nc2ncc(CN3CCC3)cc2-c2nc(C)nc(N)n2)cn1,1,1,1,1
COc1ccc(-c2ccc3ncnc(-c4cccc(C(=O)N5CCN(C(C)=O)CC5)c4)c3c2)cc1OC,1,0,1,1
CN(C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1)S(C)(=O)=O,0,0,1,1
COc1ncc(-c2cc3c(C)nc(NC(C)=O)nc3s2)cc1NS(=O)(=O)c1ccc(F)cc1F,1,1,1,1
CC(=O)NCCNc1cc(Cl)nn2c(-c3cccc(S(=O)(=O)NC(C)C)c3)c(C)nc12,0,0,0,0
CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21,0,0,0,0
O=S(=O)(Nc1cc(-c2ccc3nncc(N4CCCCC4)c3c2)cnc1Cl)c1ccccc1,1,1,1,1
COc1cnc(Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)c(-c2nc(C)nc(N)n2)c1,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(F)c2c(=O)n1-c1ccccc1,1,1,1,1
O=c1[nH]c(=O)n(C[C@H]2C3CCC(CC3)[C@@H]2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)o1,0,0,1,1
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C)n1,1,0,1,1
C=CCN1CCN(Cc2cc3nc(-n4c(CC)nc5ccccc54)nc(N4CCOCC4)c3s2)C(=O)C1,1,1,1,1
CC(=O)Nc1nc2cc(C)c(-c3cncc(S(C)(=O)=O)c3)cn2n1,0,0,0,0
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,0,0,0,0
C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,0,0,0,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3C)c2)cnc1N,1,0,1,1
Cc1ccc(C)c(S(=O)(=O)n2cc3c(=O)oc4ccccc4c3n2)c1,1,0,0,0
CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc21,0,0,1,1
COc1ncc(-c2nc3c(N4CCOCC4)ncnc3s2)cc1NS(=O)(=O)c1ccc(F)cc1F,1,1,1,1
COc1ccc(-c2c(C)nc3c(NCCNC(C)=O)ccnn23)cc1OC,0,0,0,0
O=S(=O)(Nc1cc(-c2ccc3nccc(N4CCOCC4)c3c2)cnc1Cl)c1ccc(F)cc1,1,1,1,1
N#CCc1ccc(Nc2ncnc3ccc(-c4ccncc4)cc23)cc1,1,0,0,1
COc1ccc(Nc2ncc(CN3CC[C@@H](CO)C3)cc2-c2nc(C)nc(N)n2)cn1,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2cccc(Cl)c2c(=O)n1-c1cccc(Cl)c1,1,1,1,1
Cc1nc(N)nc(-n2c(Nc3cc(O)cc(O)c3)nc3ccccc32)n1,1,1,1,1
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccnc4)nc(N4CCOCC4)c3s2)CC1,1,1,1,1
O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1,0,0,0,0
Cc1c(Cl)cccc1Cn1c(C)nc(=O)c2sc(N3CCOCC3)nc21,0,1,1,1
COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3CCOCC3)cc2)c1,0,0,0,0
COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3CCCC3C)cc2F)c1,0,0,0,0
Cc1c(Cn2c(CN)nc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,0,1,1,0
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2Cc1ocnc1-c1ccccc1,0,0,0,0
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(C(N)=O)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,0,0,0,0
C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2ccc(F)cc2c(=O)n1-c1cccc(Cl)c1,1,1,1,1
NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)C1,1,0,1,0
CC(C)N1CCN(c2cnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc3n2)CC1,1,1,1,1
Cn1c(Cc2nc(N3CCOCC3)cc(=O)[nH]2)nc2cc(F)ccc21,0,1,1,0
C[C@H](NC(=O)c1c(N)nn2cccnc12)c1cc2cccc(C#Cc3cnn(C)c3)c2c(=O)n1-c1ccccc1,1,1,1,1
CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2c(F)cccc2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
Cc1c(Cn2c(-c3ccccc3)nc(=O)c3sc(N4CCOCC4)nc32)cccc1C(F)(F)F,0,1,1,0
C[C@H](Nc1ncnc(N)c1C#Cc1cccc(N)n1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1ncc(F)cc1F)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
C[C@H](Nc1ncnc2[nH]ccc12)c1nc2cccc(F)c2c(=O)n1-c1ccc(OCC(F)(F)F)cc1,0,0,1,1
COc1ncc(N2CCOCC2)cc1S(=O)(=O)Nc1ccnc(-c2ccc(CN3CCN(C4CCC4)CC3)cc2)c1,0,0,0,0
Nc1ncnn2c(-c3cccc(N4CCOCC4=O)c3)cc(-c3ccnn3CC(F)(F)F)c12,0,0,1,1
CNC(=O)c1nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc2c1N[C@@H](C)C1CCOCC1,0,0,1,0
COc1ccc(-c2nn(C[C@H](C)CO)c3ncnc(N)c23)cc1OC,1,0,1,0
NC(=O)[C@@H]1CCCN1C(=O)c1ccc(NC(=O)Nc2ccc(-c3nc(N4CCOCC4)nc(N4CCOCC4)n3)cc2)cc1,1,1,1,1
O=C1CCCc2nc(N3CCOCC3)sc21,0,0,0,0
O=c1cc(N2CCOCC2)nc(Cc2nc3c(-c4ccccc4)cccc3o2)[nH]1,0,1,1,0
CC(C)c1ccc(-c2nccnc2N2CCN(S(=O)(=O)c3cccc(-c4cnc(N)nc4)c3)CC2)cc1,1,0,1,1
CC1CN(C(=O)Cc2nc(N3CCOCC3)sc2C(N)=O)c2ccccc21,0,1,1,0
CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21,1,1,1,1
COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)cc(OC)c1OC,0,0,0,0
C[C@H](Nc1ncnc(N)c1C#Cc1cnc(N)nc1)c1nc2cccc(Cl)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1cccc(CO)n1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
Cn1c(CC(=O)Nc2ccccc2)nc(N2CCOCC2)cc1=O,0,1,0,0
COc1ncc(C2=CCOCC2)cc1NS(=O)(=O)c1cn(Cc2ccccc2)c(C)n1,1,1,1,1
Cc1nc(N)nc(-n2c(Nc3ccon3)nc3ccccc32)n1,1,0,0,0
Cc1nc(NC(=O)CN)sc1-c1ccc(Cl)c(NS(=O)(=O)c2ccccc2)c1,0,0,0,0
C[C@H](Nc1ncnc(N)c1C#Cc1cncnc1)c1nc2cccc(Cl)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
CC(=O)NCc1nc2c(-c3cnc[nH]3)cc(N3CCOCC3)nn2c1Cc1cccc(C(F)(F)F)c1C,0,1,1,0
COc1ccc(Nc2ncc(Br)cc2-c2nc(C)nc(N)n2)cn1,1,1,1,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)N1CCc2c1cccc2C(F)(F)F,1,1,1,0
Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1,0,0,0,0
C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2ccc(F)cc2c(=O)n1-c1ccccc1,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2cccc(Cl)c2c(=O)n1C1C[C@H]2CC[C@@H](C1)N2C,1,1,1,1
CNC(=O)c1nc(-c2ccc(OC)c(S(=O)(=O)Nc3ccccc3)c2)cnc1N,0,0,0,1
CC(C)(c1cc(-c2cnc(NC(=O)N3CCC[C@H]3C(N)=O)s2)ccn1)C(F)(F)F,1,0,0,1
Cc1nc(N)nc(N2CCC[C@H]2c2nc3cccc(C#CCCCC(=O)N4CCCC4)c3c(=O)n2-c2ccccc2)c1C#N,0,0,1,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccccc1F,0,1,0,0
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(C(F)(F)F)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
CC1(C)Cc2nc(N3CCOc4ccc(-c5ncccn5)cc43)sc2C(=O)N1,1,1,1,1
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccncc4)nc(N4CCOCC4)c3s2)CC1,0,0,1,0
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,0,0,0,0
CNC(=O)c1cccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)c1,1,0,0,0
CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21,0,0,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2c(Cl)cccc2c(=O)n1-c1ccccc1,1,1,1,1
CC(C)(C)c1nc2c(s1)CCc1nc(NC(=O)N3CC[C@@H]4C[C@@]43C(N)=O)sc1-2,1,0,0,0
CC(=O)Nc1cnc2ccc(-c3cnc4ccccc4c3)cc2c1Nc1ccc(N2CCN(C(C)=O)CC2)c(C(F)(F)F)c1,0,0,0,1
COc1ncc(N2CCc3ncnc(O[C@H]4CCN(C(=O)C5CCOCC5)C4)c3C2)cc1C,0,0,1,0
Cc1nc(NC(=O)N2CC[C@@H](C)[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,1,0,1,1
Cc1nc(NC(=O)[C@@H](N)C(C)C)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,1,1,1,1
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(CNC(=O)c3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,1,1,1,1
CCNc1ccc(-c2ccc3nc(N)sc3c2)cn1,0,0,0,0
COc1ccc(Nc2ncc(CN3CCN(S(=O)(=O)N(C)C)CC3)cc2-c2nc(C)nc(N)n2)cn1,1,1,1,1
COc1ccc(-c2ccc3ncnc(O[C@@H]4CCN(C)C4)c3c2)cc1OC,1,0,1,0
CC(C)n1nc(-c2cccc(S(N)(=O)=O)c2)c2c(N)ncnc21,1,0,1,1
CC(C)n1nc(-c2ccc3[nH]ncc3c2)c2c(N)ncnc21,1,1,1,1
CC(C)Nc1ccc2cnn(-c3cncc(-c4ccc(C(=O)O)cc4)n3)c2c1,1,1,1,1
N#Cc1c(N)ncnc1N1CCC[C@H]1c1nc2cccc(F)c2c(=O)n1Cc1ccccc1,0,0,1,1
C[C@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)NCCN(C)C)cc2ncc(N3CCOCC3)nc12,0,1,0,0
O=S(=O)(Nc1cc(-c2ccc3nncc(N4CCCC4)c3c2)cnc1Cl)c1ccccc1,1,1,1,1
Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CNC1,0,1,1,1
COc1ccc2c(nc(C(F)F)n2-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c1O,1,1,1,1
COc1ncc(N2CCc3ncnc(N[C@H]4CCN(C(=O)C5CCOCC5)C4)c3C2)cc1C,0,0,1,0
CC(C)n1nc(-c2ccc3oc(N)nc3c2)c2c(N)ncnc21,1,0,1,1
CCC(=O)N1CC[C@@H](Oc2cnc3ccc(-c4ccc(OC)c(OC)c4)cc3n2)C1,0,0,1,1
Cc1ccccc1-n1c(Cn2nc(-c3cc(O)cc(F)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,0,1,1,1
O=c1oc2ccccc2c2nn(S(=O)(=O)c3cccc([N+](=O)[O-])c3)cc12,0,0,0,0
NCCC(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,1,1,1,0
CC(c1ccccc1)n1cnc(=O)c2sc(N3CCOCC3)nc21,0,1,1,0
CS(=O)(=O)Nc1cc(C2=CCOCC2)cnc1Cl,0,1,1,0
CCNC(=O)c1c(-c2ccccc2)c([C@H](C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12,0,0,1,0
Cc1ccccc1-n1c(Cn2nc(-c3cccc(O)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,0,1,1,1
Cc1nc(NC(=O)[C@@H](N)C(C)C)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,1,1,1,1
COc1ccc(-c2nn(Cc3nc4cccc(F)c4c(=O)n3-c3c(C)cccc3C)c3ncnc(N)c23)cc1OC,0,0,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2ccc(F)cc2c(=O)n1-c1cccc(C#N)c1,1,1,1,1
NC(=O)c1sc(N2CCOCC2)nc1CC(=O)N1CCc2cc(Br)ccc21,0,1,1,0
COc1ncc(-c2cc3c(c(OCCN4CCC(C(C)(C)O)CC4)c2)COC3)cc1NS(C)(=O)=O,1,1,1,0
O=S(=O)(Nc1cc(-c2ccccc2)cnc1Cl)c1ccccc1,0,0,1,0
Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,1,1,1,1
O=S(=O)(Nc1cc(-c2ccc3ncc(N4CCNCC4)nc3c2)cnc1Cl)c1ccc(F)cc1,1,1,1,1
CS(=O)(=O)c1ccc(-c2ccc3nc(N)sc3c2)cn1,0,0,0,0
CCc1cc(CNc2cc(Cl)nn3c(-c4ccc(OC)c(S(=O)(=O)NCCO)c4)c(C)nc23)ccn1,0,0,0,0
CC(C)n1ncnc1-c1nc2c(s1)CCOc1cc(C3CCNC3)ccc1-2,1,1,1,1
CN1CCN(C(=O)c2ccc3nc(Nc4ccc(-c5nc(N6CCOCC6)nc(N6CCOCC6)n5)cc4)[nH]c3c2)CC1,0,0,0,0
CCc1nn2c(O)cc(C3CCOCC3)nc2c1Cc1cccc(Cl)c1Cl,0,1,1,0
CN(C)CC(=O)N1CCC(c2nc(-c3cnc(N)c(-n4nnc5ccccc54)n3)n(C)n2)CC1,1,0,1,1
CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(OC3CCOCC3)c2n1,1,1,1,1
COc1ccc(Nc2ncc(CN3CCOCC3)cc2-c2nc(C)nc(N)n2)cn1,1,1,1,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(Cl)cc3Cl)c2)cnc1N,1,0,0,1
CC(=O)N1C[C@@H](C)N(c2cccc(-c3cc(-c4ccnn4C4CCOCC4)c4c(N)ncnn34)c2)[C@@H](C)C1,1,1,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1cccc(S(C)(=O)=O)c1,1,1,1,1
Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1,0,0,1,0
C[C@H](Nc1nc(N)nc(N)c1C#N)c1nc2cccc(NCc3ccc(C(=O)NO)cc3)c2c(=O)n1-c1ccccc1,1,1,1,1
COc1cc(CN(c2cc(-c3cc(OC4CCOCC4)c4ncnc(C)c4c3)cnc2OC)S(=O)(=O)c2ccc(F)cc2F)c([N+](=O)[O-])cc1OC,1,1,0,0
Cn1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21,0,0,0,0
Cc1nc(NC(=O)CN)sc1-c1cncc(NS(=O)(=O)c2ccccc2)c1,1,1,1,0
Nc1ncnc2c1c(-c1ccc3ccccc3c1)nn2CCc1ccccc1,0,0,0,0
Cc1nc(N)nc(-n2c(Nc3ccn(C(F)F)n3)nc3ccccc32)n1,0,0,1,1
Cc1ccc2c(c1)C(=O)N(C)c1cnc(Nc3cccc(S(=O)(=O)N4CCC(O)CC4)c3)nc1N2C,1,0,1,1
Cc1nc(N)nc(-n2c(Nc3ccn(C)n3)nc3ccccc32)n1,0,0,0,0
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(Cl)c3Cl)c2)cnc1N,1,0,1,1
Cc1nc(NC(=O)[C@@H](N)C(C)C)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,1,1,1,1
C[C@H](Nc1ncnc2[nH]cnc12)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
COCC(=O)NC1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)CC1,0,0,1,0
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3ccc(F)c(F)c3)c2)cnc1N,0,0,0,1
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccc(S(C)(=O)=O)c(F)c1,1,0,0,0
C[C@@H](Nc1cccc(Cl)c1F)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,1,1,1,1
COCCNc1nc2c(s1)C(=O)CC(C)(C)C2,0,0,0,0
CC(=O)Nc1nc2ccc(-c3cc(C)c(O)c(C)c3)cn2n1,0,0,0,0
O=S(=O)(Nc1cc(-c2cnc3[nH]ncc3c2)cnc1Cl)c1ccccc1,1,1,1,1
Nc1ncnc(N2CCC[C@H]2c2nc3cccc(Cl)c3c(=O)n2-c2ccccc2)c1C#Cc1ccccn1,1,1,1,1
CCC(=O)N1CCN(S(=O)(=O)c2cccc(Nc3ncc4c(n3)N(C)c3ccc(C)cc3C(=O)N4C)c2)CC1,1,1,1,1
Cc1ncc(-c2cc(O[C@@H]3CCN(C(=O)C4CC4)C3)cc3c2CNC3=O)cc1NS(C)(=O)=O,0,1,1,0
O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)csc12,1,1,1,0
CNC(=O)c1c(-c2ccccc2)c([C@H](C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12,0,0,1,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccc(F)cc1,0,1,1,0
COc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)c(OC)n1,0,0,1,0
NCCCC[C@H](N)C(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,0,1,1,0
O=c1cc(N2CCOCC2)oc2c(-c3cccs3)csc12,1,0,0,0
Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)CC(C)(C)C4)CCO3)cn1,1,1,1,1
COc1ccc(Nc2cc(-c3cnc(N)nc3)nc(N3CCOCC3)n2)cn1,1,1,1,1
Cn1c(CC(=O)Nc2ccc(F)c(Cl)c2)nc(N2CCOCC2)cc1=O,0,1,0,0
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1,1,1,1,1
C[C@@H]1CCN(C(=O)Nc2nc3c(s2)-c2cc(C(C)(C)C(F)(F)F)ncc2OC3)[C@@H]1C(N)=O,1,1,1,1
COCC(=O)N(C)C1CCN(Cc2cc3nc(-c4cccc5[nH]ccc45)nc(N4CCOCC4)c3s2)C1,0,0,1,1
C[C@H]1CCN(C(=O)Nc2nc3c(s2)-c2nc(C(C)(C)C)sc2CC3)[C@@H]1C(N)=O,1,0,1,1
CC(C)n1nc(-c2ccc(O)cc2)c2c(N)ncnc21,1,1,1,1
CCC(=O)N1CC[C@H](Nc2ncnc3c2CN(c2cnc(OC)c(C(F)(F)F)c2)CC3)C1,1,0,1,0
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2c(F)ccc(Cl)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
COc1ccc(-c2nccnc2N2CCN(S(=O)(=O)c3cccc(-c4cnc(N)nc4)c3)CC2)cc1,1,0,1,1
CC(C)Oc1cncc(-c2ccc3nc(N)sc3c2)c1,1,0,0,1
COc1cc(F)cc(C#Cc2c(N)ncnc2N[C@@H](C)c2nc3cccc(Cl)c3c(=O)n2N2CCOCC2)c1,1,1,1,1
Cc1cc(F)ccc1Oc1cccc2c(=O)cc(N3CCOCC3)[nH]c12,0,1,1,0
O=C(NOCCOCCOCCOCCC(=O)N1CCN(c2cnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccc(F)cc5)c4)cc3n2)CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1F,1,1,1,1
COc1c(-c2ccccc2)c([C@H](C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12,1,1,1,1
CN(C)C(=O)c1cc([C@@H]2CCCN2c2cc(F)cc(F)c2)c2nc(N3CCOCC3)cnc2c1,0,1,0,0
COc1ncc(-c2cc(OC3CCOCC3)c3ncnc(C)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F,1,1,1,1
COc1ccc(-c2c(C)nc3c(N)cc(Cl)nn23)cc1OC,0,0,0,0
CC1CCN(c2cnnc3ccc(-c4cnc(Cl)c(NS(=O)(=O)c5ccccc5)c4)cc23)CC1,1,1,1,1
Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1,0,0,0,0
Cc1c(Cl)cccc1Cn1c(S)nc(=O)c2sc(N3CCOCC3)nc21,0,1,1,0
Cc1nc(NC(=O)[C@@H](N)C(C)C)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccccc2)c1,1,1,1,1
CC(=O)Nc1nc(C)c(-c2ccc(S(C)(=O)=O)c(Br)c2)s1,1,1,1,1
Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1,1,1,1,1
COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(F)cc2)cc(OC)c1,1,0,1,0
C[C@H](Nc1ncnc(N)c1C#Cc1cccnc1)c1nc2cccc(Cl)c2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
Cc1c(C(=O)N2CCOc3ccc(-c4ccc(N)nc4)cc3C2)ccc(S(C)(=O)=O)c1F,0,0,0,0
CCOC(=O)N1CCN(CC#Cc2ccnc3ccc(-c4cnc(OC)c(NS(=O)(=O)c5ccc(F)cc5F)c4)cc23)CC1,1,1,1,1
COc1ccc(Nc2ncc(CN3CCS(=O)(=O)CC3)cc2-c2nc(C)nc(N)n2)cn1,1,1,1,1
Nc1ncnc2[nH]nc(-c3ccc([N+](=O)[O-])cc3)c12,0,0,0,0
Nc1ncnc2[nH]nc(-c3cccc(OCc4c(Cl)cccc4Cl)c3)c12,0,0,0,0
O=c1cc(N2CCOCC2)nc2n(Cc3ccc(Cl)cc3)ccn12,0,1,0,0
CC(Nc1cc(Cl)cc(Cl)c1)c1cc(C(=O)N(C)C)cc2c(=O)cc(N3CCOCC3)oc12,0,1,1,1
Cn1c(CC(=O)Nc2ccc(F)cc2)nc(N2CCOCC2)cc1=O,0,1,0,0
CC1(C)CC(=O)c2sc(N3CCOc4ccccc43)nc2C1,1,1,1,1
CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N,1,0,1,1
CC(C)n1nc(-c2ccc3[nH]c(=O)ccc3c2)c2c(N)ncnc21,0,0,0,0
C[C@@H](N)C(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,0,1,1,0
Cc1cccc2nc([C@H](C)Nc3ncnc(N)c3C#Cc3ccc(F)cn3)n(-c3ccccc3)c(=O)c12,1,1,1,1
Cc1nc(NC(=O)[C@@H](N)C(C)C)sc1-c1cnc(Cl)c(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)c1,0,0,1,0
CS(=O)(=O)c1cncc(-c2ccc3nc(N)sc3c2)c1,1,1,1,1
CC(C)(C)n1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,0,0,0,0
CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1,0,0,0,0
CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,0,0,0,0
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCNC1,0,0,0,0
COc1ccc(-c2c(C)nn3c(NCCOC(C)=O)cc(C)nc23)cc1OC,0,0,0,0
C[C@H](Nc1ncnc(N)c1C#Cc1ccc(F)cn1)c1nc2c(F)cccc2c(=O)n1-c1cc(F)cc(F)c1,1,1,1,1
CS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,0,0,0,0
C[C@@H](Nc1cc(F)cc(F)c1)c1cc(C(=O)N2CCC2)cc2c(=O)cc(N3CCOCC3)oc12,1,1,1,1
Cc1nn2ccc(C3CCOCC3)nc2c1Cc1cccc(C(F)(F)F)c1C,0,1,1,0
Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1,1,0,1,1
C[C@H](Nc1ncnc(N)c1C#Cc1cnccn1)c1nc2cccc(C(F)F)c2c(=O)n1-c1ccccc1,1,1,1,1
Cc1c(Cl)cccc1Cn1c(=O)[nH]c(=O)c2sc(N3CCOCC3)nc21,0,1,1,0
O=c1cc(N2CCOCC2)nc2n(Cc3cccc(Cl)c3Cl)c(C3CC3)nn12,0,1,1,0
C[C@@H]1CN(c2cc(=O)c3cc(C(=O)N(C)C)cc(CN4CCOc5c(F)cccc54)c3o2)CCO1,1,1,1,1
C[C@H](Nc1nc(N)nc(N)c1C#Cc1ccc(F)cn1)c1nc2cccc(Cl)c2c(=O)n1-c1ccccc1,1,1,1,1
CN(C)C(=O)c1cc([C@H]2CCCN2c2ccc(F)cc2)c2oc(N3CCOCC3)cc(=O)c2c1,1,1,1,1
Cc1nc2c(C(=O)O)cc(N3CCOCC3)nn2c1Cc1cccc(C(F)(F)F)c1C,0,1,1,0
O=c1cc(N2CCOCC2)nc2n(Cc3cccc4ccccc34)ccn12,1,1,1,0
C[C@H](N)C(=O)N1CCN(c2nc(N3CCOCC3)nc(-n3c(C(F)F)nc4ccccc43)n2)CC1,0,1,1,0
